dv8792267037777478656	1129
dv703923666183199099	578
dv3516244695072166759	562
dv3666602530089278434	557
dv9193126705591235652	1114
dv3951819934268009490	587
dv6455195380129021776	9671
dv6508718214283461165	2318
dv8946275279386378452	604
dv6046740695321233289	3397
dv698318417474794275	576
dv8105443918742058948	3409
dv4309740693016754338	1708
dv8741099432381251606	589
dv5183316958816849373	2425
dv6484391991389853313	1089
dv4917990103517345152	3553
dv5667545546052352475	611
dv7815752565241844452	600
dv9158862833810213871	584
dv1138876919824436681	19636
dv1827688045752078678	617
dv8625285666780079393	574
dv8690754176411752174	1675
dv8763286504466709624	4629
dv4279106290732970042	550
dv3711310454160111786	5162
dv3400606837838945070	1705
dv4656507122457988270	2352
dv9132987735176684625	1142
dv3201553116928067989	1676
dv743968991328303467	1147
dv8324746148909744922	571
dv8717424456077953885	580
dv4583299489994482568	574
dv8804597413957301452	557
dv8909682128991915158	555
dv6764025878532566614	1095
dv2020239168292507246	582
dv2390023967058116688	1157
dv8551368510330704853	2278
dv5936312967753965982	578
dv3096540723197631221	1798
dv1192204758131897785	1127
dv6291876829085292332	1193
dv8764731954698236546	596
dv120247021186486775	4691
dv8957489620311652375	638
dv573593570797246910	1774
dv6327544300943481378	1164
dv8577816448967145452	2279
dv6773603980818379484	1096
dv62799413210592677	1154
dv1524371423412571193	1168
dv2250885112691660667	1101
dv463055783515553963	1192
dv8622403813976137023	13194
dv7827918658494421038	1180
dv4170049307709595104	1140
dv1419495485316083425	9781
dv2925751589352776295	604
dv4057041218059283941	582
dv4454886949315916299	574
dv5847923790586003968	5175
dv1319888845864560020	619
dv7227703378934530150	1674
dv3773493151319813592	613
dv4249720809967882079	1724
dv1112407824664114186	1168
dv1800312403464312959	572
dv7465876367508428904	567
dv2338469313373495727	1141
dv3309800030202519315	1182
dv4963845097756942200	606
dv2916850444946750457	554
dv1218536859987386114	3539
dv259908545025311914	561
dv1990600607427389621	9290
dv7199454511425687654	1139
dv6138156124170397424	2811
dv3951784041394046265	574
dv5608347997945897464	58613
dv5578531646457870481	203576
dv2710608184804197554	570
dv6725746591381842234	621
dv3759530730938749361	571
dv2148994585376858506	24295
dv3211172290893341049	13839
dv4120543434994754844	1683
dv1113946648572781868	586
dv5655515847636673269	583
dv2131997167796000419	605
dv4235338804053144344	531
dv8786119601481735791	2209
dv4864377774976151292	1783
dv883023053726291825	9254
dv6693818767118941266	1816
dv5058005196237706930	562
dv483229892406836163	2897
dv4300510199726364971	587
dv24734371744170288	1215
dv1924559703273143534	1693
dv7075539969855128226	595
dv332467709991036247	7988
dv6656177136365336334	2329
dv1063533925437204439	4662
dv5280261005173021021	579
dv7755163918059811630	2291
dv2419389928819328428	601
dv4218258412553261400	2250
dv8252993743056400263	624
dv8166116804063871572	573
dv4559818060372124317	1792
dv2197495709339850506	1752
dv8211314457737525390	583
dv4539169669575635626	1176
dv519891343385448921	1777
dv4958064708627307514	1155
dv1864563941983167858	576
dv5863667564144386117	2264
dv6902489943759662235	1141
dv6372418065662181412	564
dv2741571065198386202	4648
dv7543774021981649337	582
dv7549839183222934937	1144
dv8950784989838879321	1693
dv4773682701733747628	5298
dv4866789392606122519	11122
dv2090405963459520376	7575
dv3623159004974401724	4660
dv4883096739440193104	5630
dv8787240600595460923	594
dv8014161068330198414	578
dv8682284159635094145	604
dv5270353374441313115	615
dv3357582208127127218	575
dv3416596361475966151	566
dv7622920931698844725	11357
dv6771596467200850332	552
dv7968650681122806578	622
dv3272295744419643855	577
dv6973713868021825230	611
dv677481565153282733	6809
dv7221503686202223453	2183
dv2435614592786154940	580
dv347683248796816580	4089
dv8704677869574803362	1137
dv3182978057037523191	5754
dv3664293289489070772	597
dv3723478047045726925	1213
dv4783584737449104147	581
dv1898386200558606591	3423
dv5020303767069651395	555
dv8015091939644093783	597
dv8504351476426790291	576
dv5806578295327930760	3531
dv8910866200715908950	548
dv2864485685436053232	2317
dv6837156512295467764	1090
dv8072108214767544072	554
dv7620777219418511759	560
dv9033385817347216197	569
dv9146515871578599295	537
dv3106342426155294522	577
dv6315543331188638717	2945
dv7058826796695175372	3484
dv2475730442278584636	598
dv6086593149433571237	2363
dv5245476286463603505	1129
dv446436596383960717	594
dv3576480674570576588	3455
dv2091615965916404399	1728
dv4367318657960786869	2321
dv155269789531818244	585
dv749857174713344884	1685
dv3588363650522627979	1145
dv2603351015817475235	8593
dv690154017825950181	1663
dv2911202303450361000	1132
dv2542669734986359417	1763
dv6073168463527522974	558
dv6273754594467510625	1737
dv9204138997892523164	4566
dv2073288346737184843	19479
dv7144987644591040584	606
dv3067534651514148029	598
dv5136145434148658235	583
dv7809236342276704738	1723
dv1389331605682300845	7053
dv5567170967099514974	1157
dv3645204397583604643	1158
dv6523985026255006139	608
dv8432446455201681102	3486
dv1284836032024931650	571
dv9025384676129721305	1183
dv4421423268553317477	2308
dv2574469525253336841	615
dv9145604086496278162	1123
dv1598661822649937553	573
dv5376543214230722592	6931
dv6035140353865154490	21302
dv340836542536216773	6915
dv7453680401575893845	565
dv5563509159761468837	1759
dv4015964208009215284	588
dv2022114897790203968	580
dv4673811867111466882	578
dv3842158880377416482	551
dv5057604911103498634	12687
dv8564640591610835007	610
dv8671190755162131058	550
dv7533180414409125047	547
dv913665330582143985	581
dv3382243251954472266	550
