gm3533810417469651541	1096
gm5665176072106628336	1822
gm1862463284405273649	2909
gm4809175609698212610	541
gm8425392154666326270	597
gm1544124338308062878	1179
gm7827696524892276947	573
gm3793691973381117944	573
gm9180443309207797312	562
gm4959362677164847460	587
gm3079439257957111846	578
gm114193494427881444	585
gm5565956783130595975	587
gm5916620834335145034	1119
gm397296849658792502	589
gm2651563973353169595	617
gm239523017701295127	562
gm7928300815347386121	600
gm9097264412912196003	581
gm1139428119394232195	2311
gm4349730595368930838	578
gm5225501536342460409	569
gm7927156078612457324	1094
gm5179429890837629266	540
gm4254736246865125767	593
gm6586913639876418646	566
gm2115736610240486045	549
gm2260069455022627965	552
gm1420511902225029330	587
gm6255191076328469858	1710
gm6637116952289506790	585
gm3287939056106121348	1145
gm3167288810563849971	568
gm6992803144409229307	1698
gm1868351540278352350	606
gm4853342495588422035	1223
gm8544323795743278549	575
gm4132664168301038311	1168
gm6222386225953683728	590
gm2724378871891899315	560
gm935142540036933016	556
gm1568281107938748856	538
gm6253887399832515343	578
gm1806978060283424001	584
gm5443174613570310307	1163
gm5050636412700486227	527
gm5953944705069873592	565
gm469154477155556137	547
gm6866220382562179461	592
gm8280883031509319855	581
gm933271210251753544	559
gm9117764308169165176	552
gm8205253492384449156	644
gm3827243843365967053	612
gm4366874908597103306	553
gm1991209148409595282	2292
gm7735372780472224878	523
gm3192476736818046228	570
gm595801127023561243	565
gm137363443092858725	622
gm631151156999172138	589
gm9106305068705810434	575
gm35613014985784737	546
gm1523104661365997654	608
gm534597610518961649	602
gm7409435322009988247	583
gm4905774237733461202	564
gm6380295884155023024	546
gm7425551594865581304	571
gm4023941288525490953	554
gm5977160737514589565	567
gm7064851829126223940	600
gm5916590939676547226	1799
gm4231021856618561301	568
gm218204482367264290	602
gm8391257328528567024	609
gm8977392172228809556	594
gm6553880888879873812	1152
gm1273135740903722595	1150
gm1078996029068535978	598
gm527718919726959524	607
gm7814765790538009382	611
gm7376682190538212463	590
gm4313644072336619631	579
gm2792894985986432634	590
gm2829408054531245813	1135
gm5524448357221542740	563
gm8987621104059251327	578
gm632910359145057466	581
gm3527934934922508887	1714
gm890067335974798336	585
gm5983464085338774135	2262
gm3079706031943320486	569
gm3842293416105474217	537
gm3164461215285669167	599
gm8986012345954558713	4091
gm2201016740279025762	594
gm2298086967941407447	1628
gm3111344768055702030	569
gm6691702024824083218	555
gm287896999310821432	552
gm44908344638182431	559
gm1289140359998338020	290
gm7493493892090138577	574
gm86413166721407215	559
gm5657336438212591304	1166
gm6625796499715935506	568
gm7043510337023084348	1147
gm6403593012747851181	543
gm4785407437288453927	556
gm7337256459956256756	592
gm839195361922111797	1189
gm5950163459730930913	1693
gm8093660471029335109	581
gm6020527540767618004	1167
gm8567848021165632264	592
gm1990483507317234347	574
gm7155357639149564558	564
gm1412322336487306597	2302
gm8741833328143501034	634
gm610275173417438347	4607
gm5891536040429371777	591
gm3635568986896761078	571
gm2630952481757503594	1847
gm2707561742650730738	1783
gm4582035704219780195	560
gm1365278990069632716	569
gm4301941021470204334	569
gm7168447749367896814	572
gm3627051764899159321	572
gm2117918812097169799	591
gm8884158655675520397	577
gm4509047856904018049	1659
gm4895411675923889246	582
gm2326137264526123745	562
gm8968770084799398150	604
gm5574104227234421449	1792
gm5983211938820127284	1147
gm3971424476177689601	608
gm8789589181209280517	1748
gm6979759072278682333	590
gm1467729592555332704	564
gm452972980120567991	1171
gm5448626735262177007	536
gm8504931592495982469	578
gm3390240106352085160	580
gm2296302459427139125	3380
gm2990758777060072945	597
gm3637573137653106677	593
gm8639026163052336590	1790
gm2289023374018439195	578
gm9215790462526003745	541
gm8364406677851555503	1757
gm1315119413086466730	549
gm6711911383891934733	542
gm3857213267481090308	587
gm7473608829818436575	596
gm1795227557114921191	581
gm414738246343595365	561
gm5353984013867551167	579
gm5096227930238141357	562
gm2966105904008881945	587
gm2771579844092151705	604
gm4198261446950626773	1733
gm1842492066962577288	586
gm2245619043216455315	586
gm8150759236129357675	611
gm768925148147780968	2312
gm8163772964455771252	542
gm2100090576333921926	595
gm2880833606602895562	589
gm634062229438872196	553
gm5903468183956601172	588
gm2726215167295567921	3533
gm4347470900952772603	627
gm7000252905259131335	558
gm1872658765129413101	1768
gm186312069638261632	567
gm7281524350211226316	587
gm2064770489280639400	594
gm6886595564897020691	569
gm8691635919281893934	579
gm4851983948365718694	551
gm4172464792832662598	1161
gm6838544805368831674	1159
gm4931924664782667303	592
gm1697766936194577992	609
gm4996825025203585014	578
gm4275481210450124295	582
gm2451182923766035175	577
gm4905854775600743981	1131
gm6906675074679746005	550
gm4869797303707157236	1608
gm8328182137618125053	600
gm390725194006621888	597
gm3678345988467318553	566
gm5892895812087063960	603
gm7738101835402428061	2820
gm4876625163983798764	603
gm5961323916157354456	553
gm1188723085733745859	591
gm4307880069144694712	576
gm7660983434740381248	551
gm130716546511213659	1743
gm8525204038419004727	1766
gm3330224560440961077	588
gm2504380848774161495	573
gm544983800684995003	599
gm1392043329088165937	594
gm5625101901647528643	546
gm4312161426786353111	570
gm6909926039138995709	1149
gm7254650425630740113	582
gm4661449647258728594	2273
gm1979566875371441456	533
gm4042761748308558973	1166
gm8736138417559320051	573
gm7663912759746555824	562
gm6464918233188116801	603
gm2197110607287561442	553
gm6569929096730255522	547
gm827664352563662084	593
gm6464496576637029186	600
gm2902237031887406193	638
gm8568150613864638995	581
gm2012565417405256845	586
gm7423607072671156368	610
gm3968629775969109116	558
gm8763045823578944855	566
gm3050195428361861293	3553
gm3498190966818400762	3389
gm4040855125685330636	3482
gm896999458071510640	584
gm5760639098259360199	549
gm131972050854726426	2935
gm5519823413181233908	555
gm409421977623869100	1176
gm5105388721737237969	582
gm8737504813906767846	583
gm8630086706731428085	555
gm3818223166920281476	575
gm58871812849228232	601
gm6335466530281914494	612
gm2302420592726781988	585
gm1783991361513639647	593
gm7475581251157648127	1118
gm4260477613326444823	569
gm7371039431296695984	1753
gm7612946862391024238	583
gm1206940513527898666	4736
gm4353772142428423507	1109
gm2231015746127495176	587
gm4756386351705468249	563
gm508128227629268769	568
gm9070758760560081240	1226
gm1683954157964693081	1725
gm7796442371812444014	583
gm7965597408109385586	596
gm4221064168463944957	533
gm4132700983423536542	1095
gm5958508236257289360	552
gm6999351451750929468	568
gm1257202017919043997	1767
gm1970102792830124846	579
gm2312629873325094546	589
gm4813162766437804311	2234
gm3628173171406404401	549
gm3188320665563492422	530
gm1207419315141940527	536
gm6543056918588729563	594
gm4617450535281553658	545
gm7670794402843567119	1139
gm1585034886904003592	603
gm5741191710263258971	1117
gm4278956194002051461	1143
gm9189845173215293180	558
gm6162949398027261871	574
gm6707954288472513398	537
gm2278897493107392618	591
gm9049268080299569122	617
gm2671878398701760921	556
gm6226020181709061663	587
gm7095821437734404478	1138
gm6588886595665733361	566
gm5109870718847036775	613
gm5261624524163402486	554
gm2523946363602812296	529
gm8641409024334835403	566
gm7194766452575016842	1112
gm7165348345537878223	591
gm4545071272018219251	630
gm3567914567046702653	574
gm4846557135460093982	570
gm398234742884867822	1761
gm7015662824230926813	598
gm2477740260265432279	624
gm5124276116762595886	1723
gm1367937420331194388	1169
gm2430670833659590250	567
gm6214557701471153725	537
gm5477008689052589137	1133
gm723254884717743658	1177
gm5938811641099316125	540
