dv2613488696049925803	43592.370000
dv7355226014809700090	14538.600000
dv1857780487441900080	30457.820000
dv5375421154043325528	14944.710000
dv4202857995292900652	85922.870000
dv1950967629902400132	15571.370000
dv8713860764279153015	31902.320000
dv9063401082856162510	135259.000000
dv3981331694872360010	291037.230000
dv7986344733658062379	15338.250000
dv2812666699149959839	93205.020000
dv2224509238420991610	16996.810000
dv4720097003214828773	106127.910000
dv2972215523359557328	142753.940000
dv1507833063052783	62293.630000
dv8336070587539808755	15823.070000
dv6060942794042835081	200964.600000
dv4164704480453713507	15156.710000
dv5713422981166704685	14977.620000
dv4945275504975508758	16693.110000
dv7373955118207112982	14762.970000
dv6954963537371525225	46144.960000
dv4776859087398027917	45328.010000
dv4367772688592509041	15508.740000
dv5402494243960898647	17006.080000
dv6972699548613949145	44258.590000
dv1862994765392941931	16021.080000
dv6124017182208230563	182026.060000
dv285255230190164499	15422.250000
dv1815636923537622464	108328.280000
dv9075622787641244152	15669.010000
dv4002512572997932721	16801.090000
dv1866997623955952656	29421.010000
dv6046026898990194962	94124.380000
dv4380677835947974253	13368.350000
dv5160271269381004151	996697.740000
dv2656086780404152751	14779.340000
dv6201329140391962400	15466.430000
dv5933369684106901432	107259.040000
dv2173056816582002309	47455.840000
dv9130276453325712941	14095.790000
dv2594223334807929230	15205.910000
dv3281918039814192524	14498.560000
dv5136617428786795958	140019.710000
dv4065538645199426853	1419287.240000
dv2466086283358440986	14236.660000
dv2061307679673336938	56224.370000
dv521274424355862173	95980.720000
dv256080932032590357	45848.530000
dv2044222929708913121	16984.230000
dv5575003953687511788	32782.660000
dv2983779340405756860	110210.370000
dv4380176727455054299	355643.430000
dv6763086350292376957	1284731.230000
dv7630399064174059387	16055.680000
dv6737974229517170948	15684.950000
dv485757945138205894	14513.450000
dv2331529168227008236	14974.150000
dv6456767303521079964	78294.930000
dv1880500960946185919	15135.390000
dv7340327450502868630	303754.130000
dv2917722592548632645	1094234.060000
dv195554884673589172	90035.920000
dv8080042356288946646	30696.830000
dv5899282703088373337	15056.840000
dv7769718666995512878	16609.020000
dv4794711747899089102	31487.770000
dv631514608513491674	30897.080000
dv1082446682374132616	14878.310000
dv2034454035052386580	341657.910000
dv6640903017035735388	17208.560000
dv5209075041654158122	29386.190000
dv2997548603303669652	16202.230000
dv8579594095867507778	32157.540000
dv2686282577847067468	14635.260000
dv3662446611261653747	15444.490000
dv2573338860237010001	306789.330000
dv918121159699113606	15170.070000
dv4166216897394995370	47653.100000
dv4767683186187522444	14916.880000
dv4957423361203520968	16961.670000
dv3357927106191949963	15953.380000
dv3760148872594407487	15576.230000
dv8682584654836727964	15493.700000
dv7007786558243156551	123067.650000
dv4359194513729584686	297612.360000
dv1286373694421337716	15367.550000
dv4562772471150577092	33238.140000
dv7526181956541786516	16405.150000
dv7000508904375366313	14055.230000
dv6659321302861483402	109531.740000
dv8176420877082864169	16553.960000
dv500798308623432086	15367.070000
dv7854492515120936869	110506.340000
dv8666526863982444473	16109.340000
dv8303412319754962691	218348.760000
dv5752171758234469408	290202.120000
dv6667295383543136916	16319.060000
dv8185621137158297656	46555.570000
dv731839939115924830	173150.030000
dv5453648220991691681	61380.280000
dv6496571608020951156	15368.780000
dv2314568939140210889	31230.160000
dv6527203419111559902	16140.000000
dv240226242082574693	14109.400000
dv3196612911620401403	14391.900000
dv7466420933248915132	15051.240000
dv6859430227870868346	17064.250000
dv7615182230632594315	13561.600000
dv8491747543162614060	14991.320000
dv8991009087176759603	16030.300000
dv8754315564156495700	16297.590000
dv5484116228089292469	16624.410000
